[SYS] 2025/11/11 - 16:41:56 | initializing token encoders 
[SYS] 2025/11/11 - 18:29:57 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:30:12 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:30:12 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:30:27 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:30:27 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:30:42 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:30:42 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:30:57 | syncing options from database 
[SYS] 2025/11/11 - 18:30:57 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:30:57 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:31:12 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:31:12 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:31:27 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:31:27 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:31:42 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:31:42 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:31:56 | 正在更新数据看板数据... 
[SYS] 2025/11/11 - 18:31:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/11 - 18:31:57 | syncing options from database 
[SYS] 2025/11/11 - 18:31:57 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:31:57 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:32:12 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:32:12 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:32:27 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:32:27 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:32:42 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:32:42 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:32:57 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:32:57 | syncing options from database 
[SYS] 2025/11/11 - 18:32:57 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:33:12 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:33:12 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:33:27 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:33:27 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:33:42 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:33:42 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:33:57 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:33:57 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:33:57 | syncing options from database 
[SYS] 2025/11/11 - 18:34:12 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:34:12 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:34:27 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:34:27 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:34:42 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:34:42 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:34:57 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:34:57 | syncing options from database 
[SYS] 2025/11/11 - 18:34:57 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:35:12 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:35:12 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:35:27 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:35:27 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:35:42 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:35:42 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:35:57 | syncing options from database 
[SYS] 2025/11/11 - 18:35:57 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:35:57 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:36:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:36:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:36:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:36:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:36:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:36:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:36:56 | 正在更新数据看板数据... 
[SYS] 2025/11/11 - 18:36:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/11 - 18:36:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:36:58 | syncing options from database 
[SYS] 2025/11/11 - 18:36:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:37:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:37:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:37:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:37:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:37:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:37:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:37:58 | syncing options from database 
[SYS] 2025/11/11 - 18:37:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:37:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:38:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:38:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:38:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:38:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:38:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:38:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:38:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:38:58 | syncing options from database 
[SYS] 2025/11/11 - 18:38:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:39:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:39:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:39:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:39:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:39:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:39:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:39:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:39:58 | syncing options from database 
[SYS] 2025/11/11 - 18:39:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:40:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:40:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:40:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:40:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:40:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:40:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:40:58 | syncing options from database 
[SYS] 2025/11/11 - 18:40:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:40:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:41:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:41:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:41:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:41:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:41:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:41:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:41:56 | 正在更新数据看板数据... 
[SYS] 2025/11/11 - 18:41:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/11 - 18:41:58 | syncing options from database 
[SYS] 2025/11/11 - 18:41:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:41:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:42:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:42:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:42:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:42:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:42:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:42:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:42:58 | syncing options from database 
[SYS] 2025/11/11 - 18:42:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:42:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:43:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:43:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:43:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:43:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:43:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:43:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:43:58 | syncing options from database 
[SYS] 2025/11/11 - 18:43:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:43:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:44:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:44:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:44:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:44:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:44:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:44:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:44:58 | syncing options from database 
[SYS] 2025/11/11 - 18:44:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:44:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:45:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:45:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:45:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:45:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:45:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:45:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:45:58 | syncing options from database 
[SYS] 2025/11/11 - 18:45:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:45:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:46:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:46:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:46:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:46:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:46:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:46:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:46:56 | 正在更新数据看板数据... 
[SYS] 2025/11/11 - 18:46:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/11 - 18:46:58 | syncing options from database 
[SYS] 2025/11/11 - 18:46:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:46:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:47:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:47:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:47:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:47:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:47:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:47:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:47:58 | syncing options from database 
[SYS] 2025/11/11 - 18:47:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:47:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:48:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:48:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:48:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:48:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:48:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:48:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:48:58 | syncing options from database 
[SYS] 2025/11/11 - 18:48:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:48:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:49:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:49:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:49:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:49:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:49:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:49:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:49:58 | syncing options from database 
[SYS] 2025/11/11 - 18:49:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:49:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:50:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:50:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:50:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:50:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:50:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:50:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:50:58 | syncing options from database 
[SYS] 2025/11/11 - 18:50:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:50:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:51:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:51:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:51:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:51:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:51:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:51:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:51:56 | 正在更新数据看板数据... 
[SYS] 2025/11/11 - 18:51:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/11 - 18:51:58 | syncing options from database 
[SYS] 2025/11/11 - 18:51:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:51:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:52:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:52:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:52:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:52:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:52:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:52:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:52:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:52:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:52:58 | syncing options from database 
[SYS] 2025/11/11 - 18:53:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:53:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:53:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:53:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:53:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:53:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:53:58 | syncing options from database 
[SYS] 2025/11/11 - 18:53:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:53:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:54:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:54:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:54:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:54:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:54:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:54:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:54:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:54:58 | syncing options from database 
[SYS] 2025/11/11 - 18:54:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:55:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:55:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:55:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:55:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:55:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:55:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:55:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:55:58 | syncing options from database 
[SYS] 2025/11/11 - 18:55:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:56:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:56:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:56:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:56:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:56:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:56:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:56:56 | 正在更新数据看板数据... 
[SYS] 2025/11/11 - 18:56:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/11 - 18:56:58 | syncing options from database 
[SYS] 2025/11/11 - 18:56:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:56:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:57:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:57:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:57:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:57:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:57:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:57:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:57:58 | syncing options from database 
[SYS] 2025/11/11 - 18:57:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:57:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:58:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:58:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:58:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:58:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:58:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:58:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:58:58 | syncing options from database 
[SYS] 2025/11/11 - 18:58:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:58:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:59:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:59:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:59:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:59:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:59:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:59:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 18:59:58 | syncing options from database 
[SYS] 2025/11/11 - 18:59:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 18:59:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:00:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:00:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:00:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:00:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:00:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:00:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:00:58 | syncing options from database 
[SYS] 2025/11/11 - 19:00:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:00:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:01:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:01:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:01:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:01:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:01:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:01:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:01:56 | 正在更新数据看板数据... 
[SYS] 2025/11/11 - 19:01:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/11 - 19:01:58 | syncing options from database 
[SYS] 2025/11/11 - 19:01:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:01:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:02:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:02:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:02:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:02:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:02:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:02:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:02:58 | syncing options from database 
[SYS] 2025/11/11 - 19:02:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:02:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:03:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:03:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:03:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:03:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:03:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:03:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:03:58 | syncing options from database 
[SYS] 2025/11/11 - 19:03:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:03:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:04:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:04:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:04:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:04:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:04:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:04:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:04:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:04:58 | syncing options from database 
[SYS] 2025/11/11 - 19:04:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:05:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:05:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:05:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:05:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:05:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:05:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:05:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:05:58 | syncing options from database 
[SYS] 2025/11/11 - 19:05:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:06:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:06:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:06:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:06:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:06:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:06:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:06:56 | 正在更新数据看板数据... 
[SYS] 2025/11/11 - 19:06:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/11 - 19:06:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:06:58 | syncing options from database 
[SYS] 2025/11/11 - 19:06:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:07:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:07:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:07:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:07:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:07:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:07:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:07:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:07:58 | syncing options from database 
[SYS] 2025/11/11 - 19:07:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:08:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:08:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:08:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:08:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:08:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:08:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:08:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:08:58 | syncing options from database 
[SYS] 2025/11/11 - 19:08:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:09:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:09:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:09:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:09:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:09:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:09:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:09:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:09:58 | syncing options from database 
[SYS] 2025/11/11 - 19:09:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:10:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:10:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:10:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:10:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:10:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:10:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:10:58 | syncing options from database 
[SYS] 2025/11/11 - 19:10:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:10:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:11:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:11:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:11:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:11:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:11:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:11:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:11:56 | 正在更新数据看板数据... 
[SYS] 2025/11/11 - 19:11:56 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/11 - 19:11:58 | syncing options from database 
[SYS] 2025/11/11 - 19:11:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:11:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:12:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:12:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:12:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:12:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:12:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:12:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:12:58 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:12:58 | syncing options from database 
[SYS] 2025/11/11 - 19:12:58 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:13:13 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:13:13 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:13:28 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:13:28 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:13:43 | 任务进度轮询开始 
[SYS] 2025/11/11 - 19:13:43 | 任务进度轮询完成 
[SYS] 2025/11/11 - 19:13:58 | syncing options from database 
