[SYS] 2025/10/16 - 14:49:36 | initializing token encoders 
[SYS] 2025/10/16 - 14:58:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 14:58:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 14:58:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 14:58:31 | [SSE] 原始行: id: 14 
[SYS] 2025/10/16 - 14:58:31 | [SSE] 原始行: event: PING 
[SYS] 2025/10/16 - 14:58:31 | [SSE] 事件类型: PING 
[SYS] 2025/10/16 - 14:58:31 | [SSE] 原始行: data: {"content":"{}","node_execute_uuid":""} 
[SYS] 2025/10/16 - 14:58:31 | [SSE] 原始行:  
[SYS] 2025/10/16 - 14:58:31 | [SSE] 处理事件 PING 
[SYS] 2025/10/16 - 14:58:31 | [SSE] 未知事件类型: PING 
[SYS] 2025/10/16 - 14:58:36 | syncing options from database 
[SYS] 2025/10/16 - 14:58:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 14:58:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 14:58:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 14:58:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 14:59:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 14:59:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 14:59:06 | [SSE] 原始行: id: 15 
[SYS] 2025/10/16 - 14:59:06 | [SSE] 原始行: event: PING 
[SYS] 2025/10/16 - 14:59:06 | [SSE] 事件类型: PING 
[SYS] 2025/10/16 - 14:59:06 | [SSE] 原始行: data: {"node_execute_uuid":"","content":"{}"} 
[SYS] 2025/10/16 - 14:59:06 | [SSE] 原始行:  
[SYS] 2025/10/16 - 14:59:06 | [SSE] 处理事件 PING 
[SYS] 2025/10/16 - 14:59:06 | [SSE] 未知事件类型: PING 
[SYS] 2025/10/16 - 14:59:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 14:59:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 14:59:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 14:59:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 14:59:36 | syncing options from database 
[SYS] 2025/10/16 - 14:59:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 14:59:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 14:59:41 | [SSE] 原始行: id: 16 
[SYS] 2025/10/16 - 14:59:41 | [SSE] 原始行: event: PING 
[SYS] 2025/10/16 - 14:59:41 | [SSE] 事件类型: PING 
[SYS] 2025/10/16 - 14:59:41 | [SSE] 原始行: data: {"content":"{}","node_execute_uuid":""} 
[SYS] 2025/10/16 - 14:59:41 | [SSE] 原始行:  
[SYS] 2025/10/16 - 14:59:41 | [SSE] 处理事件 PING 
[SYS] 2025/10/16 - 14:59:41 | [SSE] 未知事件类型: PING 
[SYS] 2025/10/16 - 14:59:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 14:59:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:00:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:00:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:00:11 | [SSE] 原始行: id: 17 
[SYS] 2025/10/16 - 15:00:11 | [SSE] 原始行: event: PING 
[SYS] 2025/10/16 - 15:00:11 | [SSE] 事件类型: PING 
[SYS] 2025/10/16 - 15:00:11 | [SSE] 原始行: data: {"content":"{}","node_execute_uuid":""} 
[SYS] 2025/10/16 - 15:00:11 | [SSE] 原始行:  
[SYS] 2025/10/16 - 15:00:11 | [SSE] 处理事件 PING 
[SYS] 2025/10/16 - 15:00:11 | [SSE] 未知事件类型: PING 
[SYS] 2025/10/16 - 15:00:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:00:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:00:36 | syncing options from database 
[SYS] 2025/10/16 - 15:00:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:00:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:00:46 | [SSE] 原始行: id: 18 
[SYS] 2025/10/16 - 15:00:46 | [SSE] 原始行: event: PING 
[SYS] 2025/10/16 - 15:00:46 | [SSE] 事件类型: PING 
[SYS] 2025/10/16 - 15:00:46 | [SSE] 原始行: data: {"content":"{}","node_execute_uuid":""} 
[SYS] 2025/10/16 - 15:00:46 | [SSE] 原始行:  
[SYS] 2025/10/16 - 15:00:46 | [SSE] 处理事件 PING 
[SYS] 2025/10/16 - 15:00:46 | [SSE] 未知事件类型: PING 
[SYS] 2025/10/16 - 15:00:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:00:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:01:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:01:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:01:21 | [SSE] 原始行: id: 19 
[SYS] 2025/10/16 - 15:01:21 | [SSE] 原始行: event: PING 
[SYS] 2025/10/16 - 15:01:21 | [SSE] 事件类型: PING 
[SYS] 2025/10/16 - 15:01:21 | [SSE] 原始行: data: {"content":"{}","node_execute_uuid":""} 
[SYS] 2025/10/16 - 15:01:21 | [SSE] 原始行:  
[SYS] 2025/10/16 - 15:01:21 | [SSE] 处理事件 PING 
[SYS] 2025/10/16 - 15:01:21 | [SSE] 未知事件类型: PING 
[SYS] 2025/10/16 - 15:01:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:01:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:01:31 | [SSE] 原始行: id: 20 
[SYS] 2025/10/16 - 15:01:31 | [SSE] 原始行: event: Error 
[SYS] 2025/10/16 - 15:01:31 | [SSE] 事件类型: Error 
[SYS] 2025/10/16 - 15:01:31 | [SSE] 原始行: data: {"error_code":5000,"node_execute_uuid":"","error_message":"The workflow execution has timed out. Please optimize the number of workflow nodes to execute","debug_url":"https://www.coze.cn/work_flow?execute_id=7561708646397165622\u0026space_id=7549033030220857353\u0026workflow_id=7549076385299333172\u0026execute_mode=2"} 
[SYS] 2025/10/16 - 15:01:31 | [SSE] 原始行:  
[SYS] 2025/10/16 - 15:01:31 | [SSE] 处理事件 Error 
[ERR] 2025/10/16 - 15:01:31 | 20251016145131118474000ZgIUvft1 | relay error (channel #8, status code: 500): The workflow execution has timed out. Please optimize the number of workflow nodes to execute 
[GIN] 2025/10/16 - 15:01:31 | 20251016145131118474000ZgIUvft1 | 200 | 10m0.480827667s |             ::1 |    POST /v1/chat/completions
[SYS] 2025/10/16 - 15:01:36 | syncing options from database 
[SYS] 2025/10/16 - 15:01:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:01:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:01:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:01:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:02:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:02:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:02:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:02:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:02:36 | syncing options from database 
[SYS] 2025/10/16 - 15:02:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:02:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:02:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:02:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:03:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:03:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:03:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:03:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:03:36 | syncing options from database 
[SYS] 2025/10/16 - 15:03:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:03:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:03:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:03:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:04:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:04:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:04:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:04:21 | 任务进度轮询完成 
[GIN] 2025/10/16 - 15:04:34 | 20251016150434666363000f79dhfWI | 200 |    1.672708ms |             ::1 |    POST /chat/completions
[SYS] 2025/10/16 - 15:04:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:04:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:04:36 | syncing options from database 
[SYS] 2025/10/16 - 15:04:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:04:36 | 任务进度轮询完成 
[GIN] 2025/10/16 - 15:04:43 | 20251016150443904201000Jhw1CqOo | 200 |     382.042µs |             ::1 |     GET /console/log
[GIN] 2025/10/16 - 15:04:44 | 20251016150444179489000Ptk3ZBVD | 200 |     351.583µs |             ::1 |     GET /api/status
[GIN] 2025/10/16 - 15:04:44 | 20251016150444179301000leqg58l9 | 200 |    4.582083ms |             ::1 |     GET /api/log/?p=1&page_size=10&type=0&username=&token_name=&model_name=&start_timestamp=1760544000&end_timestamp=1760601884&channel=&group=
[GIN] 2025/10/16 - 15:04:44 | 20251016150444179250000f9rSOOLm | 200 |    4.903375ms |             ::1 |     GET /api/user/self
[GIN] 2025/10/16 - 15:04:44 | 20251016150444445623000dogl3RHH | 200 |    1.135542ms |             ::1 |     GET /api/log/stat?type=0&username=&token_name=&model_name=&start_timestamp=1760544000&end_timestamp=1760601884&channel=&group=
[SYS] 2025/10/16 - 15:04:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:04:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:05:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:05:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:05:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:05:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:05:36 | syncing options from database 
[SYS] 2025/10/16 - 15:05:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:05:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:05:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:05:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:06:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:06:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:06:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:06:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:06:36 | syncing options from database 
[SYS] 2025/10/16 - 15:06:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:06:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:06:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:06:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:07:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:07:06 | 任务进度轮询完成 
[GIN] 2025/10/16 - 15:07:11 | 20251016150711970691000muwGLrJ6 | 200 |    2.326125ms |             ::1 |     GET /api/token/?p=1&size=10
[GIN] 2025/10/16 - 15:07:11 | 20251016150711970576000uQGZWnQ1 | 200 |    3.162666ms |             ::1 |     GET /api/user/self/groups
[GIN] 2025/10/16 - 15:07:11 | 20251016150711970565000lFIXnSPk | 200 |    7.264041ms |             ::1 |     GET /api/user/models
[GIN] 2025/10/16 - 15:07:12 | 20251016150712481332000xL4q8Wqx | 200 |     642.542µs |             ::1 |     GET /api/user/self
[GIN] 2025/10/16 - 15:07:12 | 20251016150712482486000dxDtC7p0 | 200 |    1.385625ms |             ::1 |     GET /api/data/?username=&start_timestamp=1760512032&end_timestamp=1760602032&default_time=hour
[GIN] 2025/10/16 - 15:07:12 | 20251016150712511327000UJCIineW | 200 |     915.875µs |             ::1 |     GET /api/uptime/status
[GIN] 2025/10/16 - 15:07:13 | 202510161507133111170005TqcpkFW | 200 |    1.732917ms |             ::1 |     GET /api/log/?p=1&page_size=10&type=0&username=&token_name=&model_name=&start_timestamp=1760544000&end_timestamp=1760602033&channel=&group=
[GIN] 2025/10/16 - 15:07:13 | 2025101615071332809000039B6LHmH | 200 |     511.083µs |             ::1 |     GET /api/log/stat?type=0&username=&token_name=&model_name=&start_timestamp=1760544000&end_timestamp=1760602033&channel=&group=
[SYS] 2025/10/16 - 15:07:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:07:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:07:36 | syncing options from database 
[SYS] 2025/10/16 - 15:07:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:07:36 | 任务进度轮询完成 
[GIN] 2025/10/16 - 15:07:38 | 20251016150738498318000O7jgcCSv | 200 |     723.209µs |             ::1 |     GET /api/user/self/groups
[GIN] 2025/10/16 - 15:07:38 | 20251016150738498391000rWiLZu91 | 200 |    2.912209ms |             ::1 |     GET /api/token/?p=1&size=10
[GIN] 2025/10/16 - 15:07:38 | 20251016150738498234000YckjGYeT | 200 |    5.599917ms |             ::1 |     GET /api/user/models
[GIN] 2025/10/16 - 15:07:38 | 20251016150738749826000WyI3gC4T | 200 |    1.566458ms |             ::1 |     GET /api/log/?p=1&page_size=10&type=0&username=&token_name=&model_name=&start_timestamp=1760544000&end_timestamp=1760602058&channel=&group=
[GIN] 2025/10/16 - 15:07:38 | 20251016150738763618000xKayzqN6 | 200 |      416.25µs |             ::1 |     GET /api/log/stat?type=0&username=&token_name=&model_name=&start_timestamp=1760544000&end_timestamp=1760602058&channel=&group=
[SYS] 2025/10/16 - 15:07:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:07:51 | 任务进度轮询完成 
[GIN] 2025/10/16 - 15:07:56 | 20251016150756673844000FS37CATJ | 200 |       543.5µs |             ::1 |    POST /chat/completions
[GIN] 2025/10/16 - 15:08:00 | 20251016150800753287000Fgq0Qswu | 200 |     910.917µs |             ::1 |    POST /chat/completions
[SYS] 2025/10/16 - 15:08:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:08:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:08:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:08:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:08:36 | syncing options from database 
[SYS] 2025/10/16 - 15:08:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:08:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:08:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:08:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:09:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:09:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:09:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:09:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:09:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:09:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:09:36 | syncing options from database 
[SYS] 2025/10/16 - 15:09:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:09:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:09:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:09:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:10:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:10:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:10:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:10:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:10:36 | syncing options from database 
[SYS] 2025/10/16 - 15:10:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:10:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:10:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:10:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:11:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:11:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:11:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:11:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:11:36 | syncing options from database 
[SYS] 2025/10/16 - 15:11:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:11:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:11:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:11:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:12:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:12:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:12:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:12:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:12:36 | syncing options from database 
[SYS] 2025/10/16 - 15:12:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:12:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:12:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:12:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:13:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:13:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:13:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:13:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:13:36 | syncing options from database 
[SYS] 2025/10/16 - 15:13:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:13:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:13:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:13:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:14:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:14:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:14:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:14:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:14:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:14:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:14:36 | syncing options from database 
[SYS] 2025/10/16 - 15:14:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:14:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:14:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:14:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:15:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:15:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:15:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:15:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:15:36 | syncing options from database 
[SYS] 2025/10/16 - 15:15:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:15:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:15:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:15:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:16:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:16:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:16:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:16:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:16:36 | syncing options from database 
[SYS] 2025/10/16 - 15:16:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:16:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:16:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:16:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:17:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:17:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:17:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:17:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:17:36 | syncing options from database 
[SYS] 2025/10/16 - 15:17:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:17:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:17:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:17:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:18:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:18:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:18:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:18:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:18:36 | syncing options from database 
[SYS] 2025/10/16 - 15:18:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:18:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:18:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:18:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:19:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:19:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:19:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:19:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:19:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:19:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:19:36 | syncing options from database 
[SYS] 2025/10/16 - 15:19:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:19:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:19:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:19:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:20:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:20:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:20:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:20:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:20:36 | syncing options from database 
[SYS] 2025/10/16 - 15:20:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:20:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:20:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:20:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:21:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:21:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:21:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:21:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:21:36 | syncing options from database 
[SYS] 2025/10/16 - 15:21:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:21:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:21:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:21:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:22:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:22:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:22:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:22:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:22:36 | syncing options from database 
[SYS] 2025/10/16 - 15:22:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:22:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:22:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:22:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:23:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:23:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:23:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:23:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:23:36 | syncing options from database 
[SYS] 2025/10/16 - 15:23:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:23:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:23:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:23:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:24:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:24:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:24:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:24:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:24:36 | 正在更新数据看板数据... 
[SYS] 2025/10/16 - 15:24:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/10/16 - 15:24:36 | syncing options from database 
[SYS] 2025/10/16 - 15:24:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:24:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:24:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:24:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:25:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:25:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:25:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:25:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:25:36 | syncing options from database 
[SYS] 2025/10/16 - 15:25:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:25:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:25:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:25:51 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:26:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:26:06 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:26:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:26:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:26:36 | syncing options from database 
[SYS] 2025/10/16 - 15:26:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:26:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:26:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:26:51 | 任务进度轮询完成 
[ERR] 2025/10/16 - 15:26:58 | 20251016152658661557000chb9GtaU | user 0 | 无效的令牌 
[GIN] 2025/10/16 - 15:26:58 | 20251016152658661557000chb9GtaU | 401 |    9.409541ms |             ::1 |    POST /v1/chat/completions
[ERR] 2025/10/16 - 15:27:00 | 20251016152700960022000aLm15sYI | user 0 | 无效的令牌 
[GIN] 2025/10/16 - 15:27:00 | 20251016152700960022000aLm15sYI | 401 |         954µs |             ::1 |    POST /v1/chat/completions
[SYS] 2025/10/16 - 15:27:06 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:27:06 | 任务进度轮询完成 
[ERR] 2025/10/16 - 15:27:16 | 202510161527165546760008tRCpcPf | user 0 | 无效的令牌 
[GIN] 2025/10/16 - 15:27:16 | 202510161527165546760008tRCpcPf | 401 |    3.422042ms |             ::1 |    POST /v1/chat/completions
[ERR] 2025/10/16 - 15:27:18 | 2025101615271852870000SJNleoU4 | user 0 | 无效的令牌 
[GIN] 2025/10/16 - 15:27:18 | 2025101615271852870000SJNleoU4 | 401 |     663.917µs |             ::1 |    POST /v1/chat/completions
[SYS] 2025/10/16 - 15:27:21 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:27:21 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:27:36 | syncing options from database 
[SYS] 2025/10/16 - 15:27:36 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:27:36 | 任务进度轮询完成 
[SYS] 2025/10/16 - 15:27:51 | 任务进度轮询开始 
[SYS] 2025/10/16 - 15:27:51 | 任务进度轮询完成 
